Human Gene ID	Human Protein ID	Human Gene Name	Zfish Gene ID	ZfishProtein ID	Zfish Gene Name
ENSG00000119411	ENSP00000363298	BSPRY	ENSDARG00000104875	ENSDARP00000136438	bspry
ENSG00000148225	ENSP00000363308	WDR31	ENSDARG00000073808	ENSDARP00000115792	wdr31
ENSG00000136868	ENSP00000363329	SLC31A1	ENSDARG00000013961	ENSDARP00000123985	slc31a1
ENSG00000158062	ENSP00000363339	UBXN11	ENSDARG00000053828	ENSDARP00000093497	
ENSG00000119457	ENSP00000363345	SLC46A2	ENSDARG00000075229	ENSDARP00000100545	SLC46A2
ENSG00000137288	ENSP00000363348	UQCC2	ENSDARG00000011272	ENSDARP00000005533	uqcc2
ENSG00000148158	ENSP00000363349	SNX30	ENSDARG00000069601	ENSDARP00000050176	snx30
ENSG00000148153	ENSP00000363360	INIP	ENSDARG00000028523	ENSDARP00000038879	inip
ENSG00000204165	ENSP00000363369	CXorf65	ENSDARG00000090981	ENSDARP00000105287	C14HXorf65
ENSG00000142675	ENSP00000363371	CNKSR1	ENSDARG00000032932	ENSDARP00000050017	cnksr1
ENSG00000184481	ENSP00000363377	FOXO4	ENSDARG00000055792	ENSDARP00000072649	FOXO4
ENSG00000106868	ENSP00000363382	SUSD1	ENSDARG00000058839	ENSDARP00000076211	
ENSG00000158014	ENSP00000363394	SLC30A2	ENSDARG00000021305	ENSDARP00000050473	slc30a2
ENSG00000148154	ENSP00000363397	UGCG	ENSDARG00000058221	ENSDARP00000047953	ugcg
ENSG00000242616	ENSP00000363411	GNG10	ENSDARG00000104043	ENSDARP00000140520	gng10
ENSG00000204175	ENSP00000363436	GPRIN2	ENSDARG00000104084	ENSDARP00000140285	
ENSG00000157978	ENSP00000363458	LDLRAP1	ENSDARG00000039750	ENSDARP00000058092	ldlrap1b
ENSG00000183726	ENSP00000363478	TMEM50A	ENSDARG00000015757	ENSDARP00000120219	tmem50a
ENSG00000125965	ENSP00000363489	GDF5	ENSDARG00000002760	ENSDARP00000003126	GDF5
ENSG00000101019	ENSP00000363506	UQCC1	ENSDARG00000068176	ENSDARP00000089192	uqcc1
ENSG00000001461	ENSP00000363520	NIPAL3	ENSDARG00000109606	ENSDARP00000156354	nipal3
ENSG00000125998	ENSP00000363529	FAM83C	ENSDARG00000075296	ENSDARP00000098592	fam83c
ENSG00000138400	ENSP00000363533	MDH1B	ENSDARG00000018008	ENSDARP00000116491	mdh1b
ENSG00000198121	ENSP00000363553	LPAR1	ENSDARG00000099840	ENSDARP00000140290	lpar1
ENSG00000030304	ENSP00000363571	MUSK	ENSDARG00000098764	ENSDARP00000141486	musk
ENSG00000165124	ENSP00000363593	SVEP1	ENSDARG00000013526	ENSDARP00000142845	SVEP1
ENSG00000188822	ENSP00000363596	CNR2	ENSDARG00000039970	ENSDARP00000058472	cnr2
ENSG00000117305	ENSP00000363614	HMGCL	ENSDARG00000021220	ENSDARP00000026028	hmgcl
ENSG00000088298	ENSP00000363616	EDEM2	ENSDARG00000028448	ENSDARP00000130442	edem2
ENSG00000011009	ENSP00000363638	LYPLA2	ENSDARG00000053656	ENSDARP00000118541	lypla2
ENSG00000136810	ENSP00000363641	TXN	ENSDARG00000044125	ENSDARP00000064788	txn
ENSG00000157654	ENSP00000363654	PALM2AKAP2	ENSDARG00000069608	ENSDARP00000139770	palm2akap2
ENSG00000158813	ENSP00000363680	EDA	ENSDARG00000074591	ENSDARP00000093748	eda
ENSG00000106771	ENSP00000363714	TMEM245	ENSDARG00000070455	ENSDARP00000113683	TMEM245
ENSG00000119328	ENSP00000363753	ABITRAM	ENSDARG00000070407	ENSDARP00000094053	abitram
ENSG00000136826	ENSP00000363804	KLF4	ENSDARG00000079922	ENSDARP00000097662	klf4
ENSG00000095209	ENSP00000363824	TMEM38B	ENSDARG00000100549	ENSDARP00000134715	
ENSG00000157637	ENSP00000363891	SLC38A10	ENSDARG00000077081	ENSDARP00000105002	SLC38A10
ENSG00000136783	ENSP00000363899	NIPSNAP3A	ENSDARG00000020387	ENSDARP00000110906	nipsnap3a
ENSG00000198646	ENSP00000363929	NCOA6	ENSDARG00000071272	ENSDARP00000096057	
ENSG00000001497	ENSP00000363944	LAS1L	ENSDARG00000062457	ENSDARP00000121984	las1l
ENSG00000101460	ENSP00000363970	MAP1LC3A	ENSDARG00000033609	ENSDARP00000042321	map1lc3a
ENSG00000125971	ENSP00000363979	DYNLRB1	ENSDARG00000021582	ENSDARP00000038553	dynlrb1
ENSG00000165152	ENSP00000363981	PGAP4	ENSDARG00000061553	ENSDARP00000082342	pgap4
ENSG00000241697	ENSP00000364013	TMEFF1	ENSDARG00000056740	ENSDARP00000073739	tmeff1b
ENSG00000136891	ENSP00000364037	TEX10	ENSDARG00000055885	ENSDARP00000072745	tex10
ENSG00000125977	ENSP00000364119	EIF2S2	ENSDARG00000053047	ENSDARP00000069494	eif2s2
ENSG00000169188	ENSP00000364126	APEX2	ENSDARG00000008472	ENSDARP00000021896	apex2
ENSG00000204291	ENSP00000364140	COL15A1	ENSDARG00000061848	ENSDARP00000083076	col15a1b
ENSG00000158828	ENSP00000364204	PINK1	ENSDARG00000001929	ENSDARP00000014981	pink1
ENSG00000158825	ENSP00000364212	CDA	ENSDARG00000038199	ENSDARP00000055693	cdab
ENSG00000162545	ENSP00000364219	CAMK2N1	ENSDARG00000025855	ENSDARP00000035352	camk2n1a
ENSG00000162543	ENSP00000364240	UBXN10	ENSDARG00000052535	ENSDARP00000068895	ubxn10
ENSG00000136932	ENSP00000364260	TRMO	ENSDARG00000037245	ENSDARP00000126922	trmo
ENSG00000169914	ENSP00000364261	OTUD3	ENSDARG00000022648	ENSDARP00000037518	otud3
ENSG00000178919	ENSP00000364265	FOXE1	ENSDARG00000079266	ENSDARP00000127024	
ENSG00000136936	ENSP00000364270	XPA	ENSDARG00000038114	ENSDARP00000055565	xpa
ENSG00000158526	ENSP00000364293	TSR2	ENSDARG00000005772	ENSDARP00000026184	tsr2
ENSG00000040487	ENSP00000364295	SLC66A1	ENSDARG00000043624	ENSDARP00000107580	slc66a1
ENSG00000053372	ENSP00000364320	MRTO4	ENSDARG00000007130	ENSDARP00000002982	mrto4
ENSG00000131061	ENSP00000364346	ZNF341	ENSDARG00000103725	ENSDARP00000136706	znf341
ENSG00000158122	ENSP00000364382	PRXL2C	ENSDARG00000075299	ENSDARP00000104126	PRXL2C
ENSG00000130956	ENSP00000364398	HABP4	ENSDARG00000025174	ENSDARP00000007173	zgc:103482
ENSG00000115827	ENSP00000364404	DCAF17	ENSDARG00000074909	ENSDARP00000121682	dcaf17
ENSG00000165244	ENSP00000364405	ZNF367	ENSDARG00000021086	ENSDARP00000123887	znf367
ENSG00000123600	ENSP00000364407	METTL8	ENSDARG00000017359	ENSDARP00000003665	mettl8
ENSG00000130948	ENSP00000364412	HSD17B3	ENSDARG00000116671	ENSDARP00000153158	hsd17b3
ENSG00000204335	ENSP00000364430	SP5	ENSDARG00000076571	ENSDARP00000093674	sp5a
ENSG00000169062	ENSP00000364448	UPF3A	ENSDARG00000111067	ENSDARP00000105134	upf3a
ENSG00000148120	ENSP00000364464	AOPEP	ENSDARG00000068461	ENSDARP00000098475	aopep
ENSG00000165757	ENSP00000364526	JCAD	ENSDARG00000089871	ENSDARP00000127138	
ENSG00000204356	ENSP00000364574	NELFE	ENSDARG00000004343	ENSDARP00000154852	nelfe
ENSG00000139835	ENSP00000364579	GRTP1	ENSDARG00000029936	ENSDARP00000131713	grtp1a
ENSG00000131669	ENSP00000364595	NINJ1	ENSDARG00000103663	ENSDARP00000130916	ninj1
ENSG00000157303	ENSP00000364621	SUSD3	ENSDARG00000069607	ENSDARP00000039241	zgc:162331
ENSG00000076053	ENSP00000364639	RBM7	ENSDARG00000020841	ENSDARP00000007431	rbm7
ENSG00000095739	ENSP00000364683	BAMBI	ENSDARG00000055381	ENSDARP00000072198	bambia
ENSG00000117122	ENSP00000364685	MFAP2	ENSDARG00000090560	ENSDARP00000154152	mfap5
ENSG00000058453	ENSP00000364691	CROCC	ENSDARG00000017425	ENSDARP00000065237	
ENSG00000204370	ENSP00000364699	SDHD	ENSDARG00000030139	ENSDARP00000039864	sdhdb
ENSG00000126218	ENSP00000364709	F10	ENSDARG00000088581	ENSDARP00000106731	f10
ENSG00000101367	ENSP00000364721	MAPRE1	ENSDARG00000002659	ENSDARP00000120869	mapre1b
ENSG00000057593	ENSP00000364731	F7	ENSDARG00000100782	ENSDARP00000135415	f7l
ENSG00000204381	ENSP00000364765	LAYN	ENSDARG00000035169	ENSDARP00000050944	LAYN
ENSG00000184677	ENSP00000364798	ZBTB40	ENSDARG00000091762	ENSDARP00000105010	
ENSG00000185519	ENSP00000364814	FAM131C	ENSDARG00000037320	ENSDARP00000134944	fam131c
ENSG00000171456	ENSP00000364839	ASXL1	ENSDARG00000036956	ENSDARP00000121943	asxl1
ENSG00000173641	ENSP00000364870	HSPB7	ENSDARG00000104441	ENSDARP00000130840	hspb7
ENSG00000148090	ENSP00000364883	AUH	ENSDARG00000042975	ENSDARP00000063092	auh
ENSG00000116809	ENSP00000364885	ZBTB17	ENSDARG00000074548	ENSDARP00000102422	ZBTB17
ENSG00000115963	ENSP00000364886	RND3	ENSDARG00000076799	ENSDARP00000102340	rnd3a
ENSG00000101346	ENSP00000364902	POFUT1	ENSDARG00000008953	ENSDARP00000008366	pofut1
ENSG00000165023	ENSP00000364919	DIRAS2	ENSDARG00000009372	ENSDARP00000119578	diras1b
ENSG00000153487	ENSP00000364929	ING1	ENSDARG00000019116	ENSDARP00000118972	ing1
ENSG00000162460	ENSP00000364938	TMEM82	ENSDARG00000113017	ENSDARP00000155556	tmem82
ENSG00000116786	ENSP00000364956	PLEKHM2	ENSDARG00000078850	ENSDARP00000098756	plekhm2
ENSG00000187742	ENSP00000364965	SECISBP2	ENSDARG00000073892	ENSDARP00000119406	
ENSG00000123975	ENSP00000364976	CKS2	ENSDARG00000117089	ENSDARP00000144674	CKS2
ENSG00000116771	ENSP00000364986	AGMAT	ENSDARG00000059700	ENSDARP00000135941	agmat
ENSG00000106723	ENSP00000365019	SPIN1	ENSDARG00000058949	ENSDARP00000152905	
ENSG00000102524	ENSP00000365048	TNFSF13B	ENSDARG00000012945	ENSDARP00000147939	tnfsf13b
ENSG00000139826	ENSP00000365063	ABHD13	ENSDARG00000059209	ENSDARP00000076697	abhd13
ENSG00000204442	ENSP00000365080	NALF1	ENSDARG00000075858	ENSDARP00000098845	NALF1
ENSG00000120539	ENSP00000365107	MASTL	ENSDARG00000055566	ENSDARP00000072407	mastl
ENSG00000142634	ENSP00000365147	EFHD2	ENSDARG00000055759	ENSDARP00000047007	efhd2
ENSG00000135070	ENSP00000365159	ISCA1	ENSDARG00000051956	ENSDARP00000068166	isca1
ENSG00000101306	ENSP00000365162	MYLK2	ENSDARG00000031698	ENSDARP00000115941	mylk2
ENSG00000171729	ENSP00000365182	TMEM51	ENSDARG00000061916	ENSDARP00000117461	tmem51b
ENSG00000151287	ENSP00000365200	TEX30	ENSDARG00000111168	ENSDARP00000148700	
ENSG00000134900	ENSP00000365220	TPP2	ENSDARG00000078751	ENSDARP00000126605	TPP2
ENSG00000162494	ENSP00000365253	LRRC38	ENSDARG00000087745	ENSDARP00000106520	
ENSG00000107890	ENSP00000365255	ANKRD26	ENSDARG00000099768	ENSDARP00000135464	
ENSG00000125968	ENSP00000365280	ID1	ENSDARG00000040764	ENSDARP00000059731	id1
ENSG00000102466	ENSP00000365301	FGF14	ENSDARG00000040982	ENSDARP00000060050	fgf14
ENSG00000204498	ENSP00000365318	NFKBIL1	ENSDARG00000003157	ENSDARP00000059016	
ENSG00000198542	ENSP00000365351	ITGBL1	ENSDARG00000040985	ENSDARP00000060053	itgbl1
ENSG00000148459	ENSP00000365388	PDSS1	ENSDARG00000017910	ENSDARP00000040864	pdss1
ENSG00000204518	ENSP00000365395	AADACL4	ENSDARG00000044802	ENSDARP00000065850	aadacl4
ENSG00000101997	ENSP00000365401	CCDC22	ENSDARG00000052379	ENSDARP00000090542	ccdc22
ENSG00000077420	ENSP00000365411	APBB1IP	ENSDARG00000016505	ENSDARP00000117778	apbb1ip
ENSG00000134864	ENSP00000365426	GGACT	ENSDARG00000038248	ENSDARP00000055778	ggact.2
ENSG00000125633	ENSP00000365477	CCDC93	ENSDARG00000040678	ENSDARP00000059573	ccdc93
ENSG00000102007	ENSP00000365505	PLP2	ENSDARG00000036630	ENSDARP00000053202	plp2b
ENSG00000165118	ENSP00000365522	QNG1	ENSDARG00000041372	ENSDARP00000069326	qng1
ENSG00000141034	ENSP00000365523	GID4	ENSDARG00000079482	ENSDARP00000098858	GID4
ENSG00000080031	ENSP00000365528	PTPRH	ENSDARG00000079560	ENSDARP00000122343	
ENSG00000166263	ENSP00000365530	STXBP4	ENSDARG00000076997	ENSDARP00000127256	STXBP4
ENSG00000125246	ENSP00000365533	CLYBL	ENSDARG00000029729	ENSDARP00000042258	clybl
ENSG00000165113	ENSP00000365550	GKAP1	ENSDARG00000068123	ENSDARP00000089091	gkap1
ENSG00000169508	ENSP00000365596	GPR183	ENSDARG00000010317	ENSDARP00000010296	gpr183a
ENSG00000165105	ENSP00000365630	RASEF	ENSDARG00000076250	ENSDARP00000102663	
ENSG00000175206	ENSP00000365663	NPPA	ENSDARG00000052960	ENSDARP00000108691	nppa
ENSG00000165312	ENSP00000365678	OTUD1	ENSDARG00000100872	ENSDARP00000136034	
ENSG00000011021	ENSP00000365679	CLCN6	ENSDARG00000032577	ENSDARP00000047133	CLCN6
ENSG00000168267	ENSP00000365687	PTF1A	ENSDARG00000014479	ENSDARP00000011265	ptf1a
ENSG00000148450	ENSP00000365693	MSRB2	ENSDARG00000018459	ENSDARP00000012146	msrb2
ENSG00000100997	ENSP00000365725	ABHD12	ENSDARG00000071004	ENSDARP00000095479	abhd12
ENSG00000116685	ENSP00000365760	KIAA2013	ENSDARG00000073801	ENSDARP00000117599	si:dkeyp-104h9.5
ENSG00000177000	ENSP00000365767	MTHFR	ENSDARG00000053087	ENSDARP00000121987	mthfr
ENSG00000135069	ENSP00000365773	PSAT1	ENSDARG00000016733	ENSDARP00000022134	psat1
ENSG00000077327	ENSP00000365811	SPAG6	ENSDARG00000020158	ENSDARP00000146853	spag6
ENSG00000198142	ENSP00000365830	SOWAHC	ENSDARG00000098790	ENSDARP00000138607	SOWAHC
ENSG00000177192	ENSP00000365837	PUS1	ENSDARG00000045562	ENSDARP00000122503	pus1
ENSG00000197586	ENSP00000365840	ENTPD6	ENSDARG00000008757	ENSDARP00000037620	entpd6
ENSG00000116670	ENSP00000365860	MAD2L2	ENSDARG00000042456	ENSDARP00000062253	mad2l2
ENSG00000167799	ENSP00000365883	NUDT8	ENSDARG00000007722	ENSDARP00000129549	nudt8
ENSG00000204612	ENSP00000365898	FOXB2	ENSDARG00000037475	ENSDARP00000054557	FOXB2
ENSG00000135002	ENSP00000365926	RFK	ENSDARG00000060522	ENSDARP00000079806	rfk
ENSG00000116663	ENSP00000365944	FBXO6	ENSDARG00000071044	ENSDARP00000095561	fbxo44.3
ENSG00000068354	ENSP00000365962	TBC1D25	ENSDARG00000075333	ENSDARP00000078040	tbc1d25
ENSG00000120942	ENSP00000366006	UBIAD1	ENSDARG00000013009	ENSDARP00000012519	ubiad1
ENSG00000171819	ENSP00000366015	ANGPTL7	ENSDARG00000110344	ENSDARP00000133143	angptl7
ENSG00000134874	ENSP00000366025	DZIP1	ENSDARG00000000943	ENSDARP00000105423	dzip1
ENSG00000156017	ENSP00000366030	CARNMT1	ENSDARG00000102865	ENSDARP00000131741	carnmt1
ENSG00000148444	ENSP00000366032	COMMD3	ENSDARG00000045402	ENSDARP00000066763	commd3
ENSG00000101463	ENSP00000366058	SYNDIG1	ENSDARG00000100751	ENSDARP00000131304	SYNDIG1
ENSG00000188026	ENSP00000366070	RILPL1	ENSDARG00000074660	ENSDARP00000097554	
ENSG00000125285	ENSP00000366144	SOX21	ENSDARG00000008540	ENSDARP00000023480	sox21b
ENSG00000116649	ENSP00000366156	SRM	ENSDARG00000055760	ENSDARP00000072618	srm
ENSG00000152749	ENSP00000366157	GPR180	ENSDARG00000099851	ENSDARP00000132468	GPR180
ENSG00000107372	ENSP00000366161	ZFAND5	ENSDARG00000018898	ENSDARP00000117816	zfand5a
ENSG00000136770	ENSP00000366179	DNAJC1	ENSDARG00000001940	ENSDARP00000073973	dnajc1
ENSG00000175550	ENSP00000366190	DRAP1	ENSDARG00000041203	ENSDARP00000060398	drap1
ENSG00000175262	ENSP00000366203	C1orf127	ENSDARG00000098029	ENSDARP00000127626	
ENSG00000130940	ENSP00000366221	CASZ1	ENSDARG00000037030	ENSDARP00000117224	CASZ1
ENSG00000155621	ENSP00000366230	C9orf85	ENSDARG00000035570	ENSDARP00000051565	C5H9orf85
ENSG00000160049	ENSP00000366237	DFFA	ENSDARG00000055770	ENSDARP00000072629	dffa
ENSG00000107362	ENSP00000366240	ABHD17B	ENSDARG00000035571	ENSDARP00000116695	abhd17b
ENSG00000179399	ENSP00000366267	GPC5	ENSDARG00000103647	ENSDARP00000136633	gpc5a
ENSG00000114988	ENSP00000366280	LMAN2L	ENSDARG00000088663	ENSDARP00000109699	lman2lb
ENSG00000013306	ENSP00000366299	SLC25A39	ENSDARG00000007449	ENSDARP00000005911	slc25a39
ENSG00000136158	ENSP00000366306	SPRY2	ENSDARG00000078308	ENSDARP00000052422	spry2
ENSG00000178726	ENSP00000366307	THBD	ENSDARG00000092470	ENSDARP00000124069	
ENSG00000125820	ENSP00000366347	NKX2-2	ENSDARG00000053298	ENSDARP00000153588	nkx2.2a
ENSG00000162298	ENSP00000366395	SYVN1	ENSDARG00000017842	ENSDARP00000116575	syvn1
ENSG00000088930	ENSP00000366396	XRN2	ENSDARG00000101900	ENSDARP00000138850	xrn2
ENSG00000173614	ENSP00000366410	NMNAT1	ENSDARG00000105748	ENSDARP00000120270	nmnat1
ENSG00000152192	ENSP00000366413	POU4F1	ENSDARG00000005559	ENSDARP00000007850	pou4f1
ENSG00000136160	ENSP00000366416	EDNRB	ENSDARG00000089334	ENSDARP00000111210	ednrba
ENSG00000162441	ENSP00000366430	LZIC	ENSDARG00000055899	ENSDARP00000072766	lzic
ENSG00000087206	ENSP00000366434	UIMC1	ENSDARG00000091187	ENSDARP00000107825	
ENSG00000110025	ENSP00000366452	SNX15	ENSDARG00000020397	ENSDARP00000015938	snx15
ENSG00000178585	ENSP00000366474	CTNNBIP1	ENSDARG00000038954	ENSDARP00000056864	ctnnbip1
ENSG00000165997	ENSP00000366487	ARL5B	ENSDARG00000094709	ENSDARP00000089895	arl8
ENSG00000241058	ENSP00000366519	NSUN6	ENSDARG00000103478	ENSDARP00000131024	NSUN6
ENSG00000160973	ENSP00000366534	FOXH1	ENSDARG00000055630	ENSDARP00000127073	foxh1
ENSG00000101343	ENSP00000366557	CRNKL1	ENSDARG00000007901	ENSDARP00000100660	crnkl1
ENSG00000180758	ENSP00000366628	GPR157	ENSDARG00000034975	ENSDARP00000054336	gpr157
ENSG00000131686	ENSP00000366654	CA6	ENSDARG00000110050	ENSDARP00000155838	
ENSG00000102794	ENSP00000366682	ACOD1	ENSDARG00000062788	ENSDARP00000085591	irg1l
ENSG00000116285	ENSP00000366702	ERRFI1	ENSDARG00000104039	ENSDARP00000130213	errfi1a
ENSG00000148483	ENSP00000366715	TMEM236	ENSDARG00000075715	ENSDARP00000116369	tmem236
ENSG00000049249	ENSP00000366729	TNFRSF9	ENSDARG00000060498	ENSDARP00000124913	tnfrsf9a
ENSG00000115307	ENSP00000366748	AUP1	ENSDARG00000092609	ENSDARP00000054866	aup1
ENSG00000118939	ENSP00000366819	UCHL3	ENSDARG00000030177	ENSDARP00000095097	uchl3
ENSG00000188243	ENSP00000366845	COMMD6	ENSDARG00000074204	ENSDARP00000117302	COMMD6
ENSG00000116273	ENSP00000366876	PHF13	ENSDARG00000102023	ENSDARP00000140246	PHF13
ENSG00000162413	ENSP00000366886	KLHL21	ENSDARG00000039255	ENSDARP00000115156	klhl21
ENSG00000118922	ENSP00000366897	KLF12	ENSDARG00000032197	ENSDARP00000118429	klf12b
ENSG00000204856	ENSP00000366901	FAM216A	ENSDARG00000111211	ENSDARP00000146545	
ENSG00000204859	ENSP00000366902	ZBTB48	ENSDARG00000039263	ENSDARP00000114087	ZBTB48
ENSG00000102554	ENSP00000366915	KLF5	ENSDARG00000018757	ENSDARP00000125727	klf5l
ENSG00000162408	ENSP00000366934	NOL9	ENSDARG00000077751	ENSDARP00000123267	NOL9
ENSG00000125871	ENSP00000366939	MGME1	ENSDARG00000016656	ENSDARP00000006549	mgme1
ENSG00000122696	ENSP00000366945	SLC25A51	ENSDARG00000056163	ENSDARP00000073071	slc25a51a
ENSG00000070601	ENSP00000366995	FRMPD1	ENSDARG00000089009	ENSDARP00000105629	
ENSG00000110583	ENSP00000367024	NAA40	ENSDARG00000024109	ENSDARP00000029934	naa40
ENSG00000107614	ENSP00000367030	TRDMT1	ENSDARG00000034518	ENSDARP00000048632	trdmt1
ENSG00000182836	ENSP00000367032	PLCXD3	ENSDARG00000054794	ENSDARP00000071521	plcxd3
ENSG00000125844	ENSP00000367044	RRBP1	ENSDARG00000013763	ENSDARP00000118039	rrbp1a
ENSG00000107611	ENSP00000367064	CUBN	ENSDARG00000087013	ENSDARP00000135504	CUBN
ENSG00000069812	ENSP00000367065	HES2	ENSDARG00000074897	ENSDARP00000121910	hes2.1
ENSG00000066827	ENSP00000367069	ZFAT	ENSDARG00000077987	ENSDARP00000127519	zfat
ENSG00000097021	ENSP00000367086	ACOT7	ENSDARG00000018653	ENSDARP00000103084	acot7
ENSG00000125864	ENSP00000367104	BFSP1	ENSDARG00000074919	ENSDARP00000102914	BFSP1
ENSG00000083544	ENSP00000367113	TDRD3	ENSDARG00000025421	ENSDARP00000149904	tdrd3
ENSG00000158292	ENSP00000367125	GPR153	ENSDARG00000087601	ENSDARP00000118875	GPR153
ENSG00000148484	ENSP00000367154	RSU1	ENSDARG00000102885	ENSDARP00000153624	RSU1
ENSG00000125870	ENSP00000367178	SNRPB2	ENSDARG00000039424	ENSDARP00000057600	snrpb2
ENSG00000204923	ENSP00000367193	FBXO48	ENSDARG00000086184	ENSDARP00000126822	fbxo48
ENSG00000122694	ENSP00000367196	GLIPR2	ENSDARG00000016837	ENSDARP00000024304	glipr2l
ENSG00000136110	ENSP00000367198	CNMD	ENSDARG00000100133	ENSDARP00000136347	cnmd
ENSG00000122707	ENSP00000367202	RECK	ENSDARG00000090039	ENSDARP00000134661	RECK
ENSG00000165416	ENSP00000367208	SUGT1	ENSDARG00000100083	ENSDARP00000148100	sugt1
ENSG00000011523	ENSP00000367229	CEP68	ENSDARG00000039411	ENSDARP00000057587	cep68
ENSG00000165983	ENSP00000367239	PTER	ENSDARG00000063375	ENSDARP00000121623	pter
ENSG00000136026	ENSP00000367265	CKAP4	ENSDARG00000032405	ENSDARP00000049169	ckap4
ENSG00000136108	ENSP00000367276	CKAP2	ENSDARG00000086112	ENSDARP00000117930	
ENSG00000069509	ENSP00000367284	FUNDC1	ENSDARG00000040822	ENSDARP00000059836	fundc1
ENSG00000136100	ENSP00000367299	VPS36	ENSDARG00000057021	ENSDARP00000154878	vps36
ENSG00000107185	ENSP00000367318	RGP1	ENSDARG00000006545	ENSDARP00000048920	rgp1
ENSG00000204954	ENSP00000367330	UQCC6	ENSDARG00000045797	ENSDARP00000129487	uqcc6
ENSG00000070610	ENSP00000367343	GBA2	ENSDARG00000061472	ENSDARP00000124120	GBA2
ENSG00000101247	ENSP00000367346	NDUFAF5	ENSDARG00000061629	ENSDARP00000113500	ndufaf5
ENSG00000148468	ENSP00000367356	FAM171A1	ENSDARG00000079788	ENSDARP00000097987	FAM171A1
ENSG00000171659	ENSP00000367384	GPR34	ENSDARG00000002959	ENSDARP00000027382	gpr34b
ENSG00000131697	ENSP00000367398	NPHP4	ENSDARG00000069014	ENSDARP00000090835	
ENSG00000196581	ENSP00000367432	AJAP1	ENSDARG00000038655	ENSDARP00000138073	AJAP1
ENSG00000111802	ENSP00000367440	TDP2	ENSDARG00000035954	ENSDARP00000094388	tdp2b
ENSG00000152464	ENSP00000367445	RPP38	ENSDARG00000040350	ENSDARP00000059052	rpp38
ENSG00000176244	ENSP00000367453	ACBD7	ENSDARG00000094730	ENSDARP00000046208	acbd7
ENSG00000152463	ENSP00000367462	OLAH	ENSDARG00000058502	ENSDARP00000113288	olah
ENSG00000188937	ENSP00000367465	NYX	ENSDARG00000061791	ENSDARP00000083002	nyx
ENSG00000204991	ENSP00000367494	SPIRE2	ENSDARG00000003084	ENSDARP00000031129	spire2
ENSG00000130764	ENSP00000367498	LRRC47	ENSDARG00000053138	ENSDARP00000069614	lrrc47
ENSG00000188493	ENSP00000367564	ACTMAP	ENSDARG00000039513	ENSDARP00000057732	actmap
ENSG00000167522	ENSP00000367581	ANKRD11	ENSDARG00000051886	ENSDARP00000068084	ANKRD11
ENSG00000158109	ENSP00000367595	TPRG1L	ENSDARG00000068149	ENSDARP00000089134	TPRG1L
ENSG00000107159	ENSP00000367608	CA9	ENSDARG00000102300	ENSDARP00000134317	
ENSG00000198931	ENSP00000367615	APRT	ENSDARG00000003519	ENSDARP00000124165	aprt
ENSG00000130762	ENSP00000367629	ARHGEF16	ENSDARG00000077114	ENSDARP00000112801	arhgef16
ENSG00000139679	ENSP00000367691	LPAR6	ENSDARG00000062552	ENSDARP00000085057	lpar6a
ENSG00000146038	ENSP00000367715	DCDC2	ENSDARG00000053744	ENSDARP00000070307	dcdc2b
ENSG00000152954	ENSP00000367752	NRSN1	ENSDARG00000111235	ENSDARP00000145357	nrsn1
ENSG00000143919	ENSP00000367755	CAMKMT	ENSDARG00000095224	ENSDARP00000155968	CAMKMT
ENSG00000205060	ENSP00000367770	SLC35B4	ENSDARG00000071087	ENSDARP00000095658	slc35b4
ENSG00000005156	ENSP00000367787	LIG3	ENSDARG00000052553	ENSDARP00000068915	lig3
ENSG00000101955	ENSP00000367794	SRPX	ENSDARG00000010318	ENSDARP00000023792	srpx
ENSG00000105193	ENSP00000367806	RPS16	ENSDARG00000045487	ENSDARP00000066897	rps16
ENSG00000154099	ENSP00000367815	DNAAF1	ENSDARG00000012030	ENSDARP00000115728	dnaaf1
ENSG00000128567	ENSP00000367817	PODXL	ENSDARG00000031228	ENSDARP00000093077	podxl
ENSG00000145996	ENSP00000367873	CDKAL1	ENSDARG00000104848	ENSDARP00000133296	CDKAL1
ENSG00000149179	ENSP00000367878	CSTPP1	ENSDARG00000102060	ENSDARP00000134616	cstpp1
ENSG00000047597	ENSP00000367879	XK	ENSDARG00000056618	ENSDARP00000073605	xk
ENSG00000008130	ENSP00000367890	NADK	ENSDARG00000060362	ENSDARP00000119147	nadkb
ENSG00000221829	ENSP00000367910	FANCG	ENSDARG00000024967	ENSDARP00000038408	fancg
ENSG00000165623	ENSP00000367952	UCMA	ENSDARG00000005485	ENSDARP00000135381	ucmab
ENSG00000198944	ENSP00000367965	SOWAHA	ENSDARG00000079125	ENSDARP00000140180	
ENSG00000172201	ENSP00000367972	ID4	ENSDARG00000045131	ENSDARP00000066371	id4
ENSG00000139684	ENSP00000367992	ESD	ENSDARG00000019496	ENSDARP00000024121	esd
ENSG00000101323	ENSP00000368066	HAO1	ENSDARG00000024160	ENSDARP00000126401	hao1
ENSG00000172724	ENSP00000368077	CCL19	ENSDARG00000035632	ENSDARP00000051667	ccl19a.2
ENSG00000151468	ENSP00000368102	CCDC3	ENSDARG00000026052	ENSDARP00000031745	ccdc3a
ENSG00000125845	ENSP00000368104	BMP2	ENSDARG00000013409	ENSDARP00000013686	bmp2a
